Epoch,Training loss,Validation loss,Validation Accuracy,Validation Macro F1,Epoch time (s)
1,0.6751766500544191,0.488838624131782,0.8590973554684241,0.8585716644330653,20.042456900002435
2,0.3533164792414021,0.3645091892392639,0.8837073496287645,0.8842218064639962,19.148219399969094
3,0.2957061495441378,0.32961504863590796,0.8993910069241678,0.8990170504209731,18.729823100031354
4,0.25880470368416175,0.33075033465517345,0.8990573120880955,0.8990456529797155,17.67514189996291
5,0.2319260458734722,0.3438729741729071,0.9023942604488195,0.9025091841287314,15.833009899943136
6,0.2090373468569847,0.3193483583730445,0.9058146325185618,0.905785114815527,8.507870299974456
7,0.19428232026304632,0.3200674109664981,0.9082339200800867,0.9080361152821856,17.507182499975897
8,0.1763613759745697,0.32754534788761025,0.9070659881538333,0.9071773631954437,18.130157299921848
