Epoch,Training loss,Validation loss,Validation Accuracy,Validation Macro F1,Epoch time (s)
1,0.23740856946671188,0.1845594044587372,0.9435221489947443,0.9433949554469913,424.0226864001015
2,0.15318212803455036,0.1889225423850055,0.9467756736464503,0.9468802385097039,371.1839210999897
